"LANDING_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PACFIN_PORT_CODE","PACFIN_PORT_NAME","ROUND_WEIGHT_MTONS","ROUND_PRICE_PER_POUND","EXVESSEL_REVENUE","NUMBER_OF_TRIPS","NUMBER_OF_VESSELS","NUMBER_OF_DEALERS","CONFIDENTIAL_FLAG"
"1987","C","MRA","MRO","MORRO BAY",174.14,.74,284503.66,238,102,19,""
"1987","C","MRA","OSL","O S LUIS",,,,3,1,1,"*"
"1987","C","SBA","OXN","OXNARD",,,,2,2,2,"*"
"1987","C","SBA","SB","S. BARBARA",1.59,.77,2718.3,8,6,7,""
"1987","C","SBA","VEN","VENTURA",,,,3,3,2,"*"
"1987","C","SDA","SD","SAN DIEGO",32.61,.83,59365.52,67,46,20,""
"1987","C","SFA","OAK","OAKLAND",,,,31,22,1,"*"
"1987","C","SFA","OSF","O SF/SMTEO",,,,3,2,2,"*"
"1987","C","SFA","PRN","PRINCETON",28.87,.84,53669.79,44,29,12,""
"1987","C","SFA","SF","SF",6.39,.82,11622.18,18,10,9,""
"1987","C","SFA","SLT","SAUSALITO",,,,12,9,1,"*"
"1987","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",188.17,.73,303010.34,,,,""
"1987","O","BRA","BRK","BROOKINGS",30.3,.73,48468.28,9,6,4,""
"1987","O","BRA","ORF","ORFORD",,,,1,1,1,"*"
"1987","O","CBA","BDN","BANDON",,,,2,2,2,"*"
"1987","O","CBA","COS","COOS BAY",177.25,.72,280068.67,59,38,7,""
"1987","O","CBA","FLR","FLORENCE",,,,6,4,2,"*"
"1987","O","CBA","WIN","WINCHESTER",33.34,.81,59663.72,23,10,7,""
"1987","O","CLO","AST","ASTORIA",215.69,.75,358734.19,41,31,14,""
"1987","O","NPA","DPO","DEPOE BAY",,,,1,1,1,"*"
"1987","O","NPA","NEW","NEWPORT",563.1,.73,900773.28,152,95,21,""
"1987","O","TLA","PCC","PACIFIC",,,,1,1,1,"*"
"1987","O","TLA","TLL","TLMK/GRBLD",9.32,.78,16063.51,8,6,3,""
"1987","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",8.83,.82,15956.03,,,,""
"1987","W","CLW","LWC","ILWCO/CHNK",410.24,.72,652321.78,66,43,4,""
"1987","W","CWA","CPL","COPALIS",,,,3,2,1,"*"
"1987","W","CWA","GRH","GRAYS HRBR",,,,4,3,2,"*"
"1987","W","CWA","LAP","LA PUSH",,,,2,2,2,"*"
"1987","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1987","W","CWA","WPT","WESTPORT",101.55,.71,158156.78,47,34,9,""
"1987","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"1987","W","SPS","OSP","O S PUGET",,,,1,1,1,"*"
"1987","W","SPS","SEA","SEATTLE",5.01,.71,7862.2,3,3,3,""
"1987","W","SPS","TAC","TACOMA",,,,4,4,2,"*"
"1987","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",12.62,.71,19805.9,,,,""
"1988","C","BDA","BDG","BODEGA BAY",39.62,.85,74613,5,4,3,""
"1988","C","BGA","BRG","FORT BRAGG",14.53,.83,26585.03,4,4,4,""
"1988","C","CCA","CRS","CRESCENT",67.68,.89,132849.33,30,11,8,""
"1988","C","ERA","ERK","EUREKA",104.75,.88,202233.11,74,24,9,""
"1988","C","ERA","OHB","O HUMBOLDT",,,,1,1,1,"*"
"1988","C","LAA","SP","SAN PEDRO",63.3,.96,134012.6,26,19,10,""
"1988","C","LAA","TRM","TERMINAL I",397.23,.77,672396.16,26,21,3,""
"1988","C","LAA","WLM","WILLMNGTN",,,,1,1,1,"*"
"1988","C","MNA","CRZ","SANTA CRUZ",,,,30,16,2,"*"
"1988","C","MNA","MNT","MONTEREY",21.52,.87,41073.4,48,21,5,""
"1988","C","MNA","MOS","MOSS LNDG",253.77,.85,473396.29,76,51,11,""
"1988","C","MRA","AVL","AVILA",.77,1.02,1732.08,11,8,3,""
"1988","C","MRA","MRO","MORRO BAY",84.34,.89,164693.85,168,72,10,""
"1988","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"1988","C","SBA","SB","S. BARBARA",,,,2,1,2,"*"
"1988","C","SBA","VEN","VENTURA",2.67,3.2,18805.3,6,4,3,""
"1988","C","SDA","OCN","OCEANSIDE",,,,1,1,1,"*"
"1988","C","SDA","SD","SAN DIEGO",12.74,.95,26596.02,41,33,11,""
"1988","C","SFA","OAK","OAKLAND",,,,2,2,1,"*"
"1988","C","SFA","PRN","PRINCETON",1.89,1.09,4518.75,12,5,4,""
"1988","C","SFA","SF","SF",5.55,.94,11557.8,7,4,6,""
"1988","C","SFA","SLT","SAUSALITO",,,,7,7,1,"*"
"1988","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",138.31,1,303785.28,,,,""
"1988","O","BRA","GLD","GOLD BEACH",,,,2,2,1,"*"
"1988","O","CBA","BDN","BANDON",,,,2,1,2,"*"
"1988","O","CBA","COS","COOS BAY",429.63,.84,795750.88,109,79,9,""
"1988","O","CBA","FLR","FLORENCE",13.77,.9,27296.5,13,5,4,""
"1988","O","CBA","WIN","WINCHESTER",57.39,.92,116448.14,24,12,5,""
"1988","O","CLO","AST","ASTORIA",248.07,.85,465104.62,65,46,8,""
"1988","O","NPA","DPO","DEPOE BAY",,,,1,1,1,"*"
"1988","O","NPA","NEW","NEWPORT",1030.81,.83,1886163.9,239,147,19,""
"1988","O","TLA","TLL","TLMK/GRBLD",9.92,.85,18566.4,9,8,3,""
"1988","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",9.86,.87,18903.88,,,,""
"1988","W","CLW","LWC","ILWCO/CHNK",850.01,.85,1584462.72,103,75,4,""
"1988","W","CWA","CPL","COPALIS",,,,7,2,2,"*"
"1988","W","CWA","GRH","GRAYS HRBR",,,,2,2,2,"*"
"1988","W","CWA","LAP","LA PUSH",,,,23,13,2,"*"
"1988","W","CWA","OWC","O WA COAST",,,,1,1,1,"*"
"1988","W","CWA","WPT","WESTPORT",981,.82,1778575.66,273,144,5,""
"1988","W","NPS","ANA","ANACORTES",,,,2,2,2,"*"
"1988","W","NPS","BLL","BELLINGHAM",,,,2,1,1,"*"
"1988","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1988","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"1988","W","SPS","OSP","O S PUGET",,,,8,8,2,"*"
"1988","W","SPS","SEA","SEATTLE",15.08,1.09,36374.5,6,4,5,""
"1988","W","SPS","TAC","TACOMA",,,,1,1,1,"*"
"1988","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",52.5,.8,92233.74,,,,""
"1989","C","BDA","BDG","BODEGA BAY",6.83,1.01,15175.98,23,14,5,""
"1989","C","BDA","OSM","O SNMA/MRN",,,,4,1,1,"*"
"1989","C","BGA","BRG","FORT BRAGG",19.25,.84,35454.48,40,22,14,""
"1989","C","CA2","OCA","OTHER CAL",,,,2,1,1,"*"
"1989","C","CCA","CRS","CRESCENT",38.67,.69,59107.11,27,21,11,""
"1989","C","ERA","ERK","EUREKA",33.19,.7,51275.05,27,16,9,""
"1989","C","ERA","OHB","O HUMBOLDT",,,,1,1,1,"*"
"1989","C","LAA","NWB","NEWPORT B.",,,,1,1,1,"*"
"1989","C","LAA","OLA","O LA/ORG",,,,3,2,2,"*"
"1989","C","LAA","SP","SAN PEDRO",4.29,.92,8685.2,17,12,5,""
"1989","C","LAA","TRM","TERMINAL I",292.09,.9,579371.45,32,24,3,""
"1989","C","MNA","CRZ","SANTA CRUZ",,,,14,10,2,"*"
"1989","C","MNA","MNT","MONTEREY",4.42,.76,7377.3,28,17,6,""
"1989","C","MNA","MOS","MOSS LNDG",94.81,.68,141911.82,41,32,6,""
"1989","C","MRA","AVL","AVILA",,,,5,5,2,"*"
"1989","C","MRA","MRO","MORRO BAY",103.81,.78,179564.59,68,36,13,""
"1989","C","SBA","OBV","O SB/VEN",,,,1,1,1,"*"
"1989","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"1989","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"1989","C","SBA","VEN","VENTURA",.81,.95,1711.37,9,6,3,""
"1989","C","SDA","OCN","OCEANSIDE",,,,1,1,1,"*"
"1989","C","SDA","SD","SAN DIEGO",6.32,1,13933.78,47,30,17,""
"1989","C","SFA","OAK","OAKLAND",217.09,.77,368193.5,29,22,4,""
"1989","C","SFA","OSF","O SF/SMTEO",,,,1,1,1,"*"
"1989","C","SFA","PRN","PRINCETON",2.21,1.13,5511.5,10,9,7,""
"1989","C","SFA","SF","SF",4.53,.97,9648.13,20,18,9,""
"1989","C","SFA","SLT","SAUSALITO",,,,5,4,1,"*"
"1989","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",41.39,.79,72016.49,,,,""
"1989","O","BRA","BRK","BROOKINGS",8.44,1.02,18941.16,10,7,7,""
"1989","O","BRA","GLD","GOLD BEACH",,,,1,1,1,"*"
"1989","O","CBA","BDN","BANDON",,,,3,1,2,"*"
"1989","O","CBA","COS","COOS BAY",110.58,.71,173820.41,83,63,13,""
"1989","O","CBA","FLR","FLORENCE",2.73,.76,4558.08,7,7,3,""
"1989","O","CBA","WIN","WINCHESTER",41,.89,80452.12,15,10,5,""
"1989","O","CLO","AST","ASTORIA",201.46,.76,339475.92,30,19,8,""
"1989","O","NPA","NEW","NEWPORT",120.86,.97,257475.71,75,35,27,""
"1989","O","TLA","TLL","TLMK/GRBLD",,,,1,1,1,"*"
"1989","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",4.66,1.15,11781.83,,,,""
"1989","W","CLW","LWC","ILWCO/CHNK",107.49,.69,163972.63,28,22,3,""
"1989","W","CWA","GRH","GRAYS HRBR",,,,1,1,1,"*"
"1989","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"1989","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1989","W","CWA","WPT","WESTPORT",72.46,.66,105854.68,27,17,5,""
"1989","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"1989","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1989","W","SPS","OSP","O S PUGET",,,,4,3,1,"*"
"1989","W","SPS","SEA","SEATTLE",,,,3,2,2,"*"
"1989","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",12.86,.67,19037.48,,,,""
"1990","C","BDA","BDG","BODEGA BAY",2.72,1.06,6321.8,22,8,6,""
"1990","C","BGA","BRG","FORT BRAGG",17.37,.91,34986.08,29,12,10,""
"1990","C","CA2","OCA","OTHER CAL",,,,2,2,1,"*"
"1990","C","CCA","CRS","CRESCENT",11.16,.82,20176.85,5,4,5,""
"1990","C","ERA","ERK","EUREKA",69.78,.88,134849.55,24,9,3,""
"1990","C","ERA","OHB","O HUMBOLDT",,,,4,3,1,"*"
"1990","C","ERA","TRN","TRINIDAD",,,,2,1,2,"*"
"1990","C","LAA","LGB","LONG BEACH",,,,1,1,1,"*"
"1990","C","LAA","SP","SAN PEDRO",20.84,1.03,47180.75,17,12,6,""
"1990","C","LAA","TRM","TERMINAL I",405.24,.86,768428.11,27,23,4,""
"1990","C","LAA","WLM","WILLMNGTN",,,,1,1,1,"*"
"1990","C","MNA","CRZ","SANTA CRUZ",16.52,1.07,39092.65,8,8,3,""
"1990","C","MNA","MNT","MONTEREY",4.56,.91,9177.87,21,12,7,""
"1990","C","MNA","MOS","MOSS LNDG",66.83,.94,138807.8,23,14,9,""
"1990","C","MNA","OCM","O SCRZ/MTR",,,,1,1,1,"*"
"1990","C","MRA","AVL","AVILA",,,,2,2,2,"*"
"1990","C","MRA","MRO","MORRO BAY",40.64,.86,77160.16,49,31,7,""
"1990","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"1990","C","SBA","SB","S. BARBARA",4.86,1.28,13693.5,4,3,5,""
"1990","C","SBA","VEN","VENTURA",3.31,1.38,10040.64,10,8,5,""
"1990","C","SDA","SD","SAN DIEGO",1.35,1.06,3172.08,21,18,11,""
"1990","C","SFA","ALM","ALAMEDA",,,,2,1,1,"*"
"1990","C","SFA","OAK","OAKLAND",,,,18,16,1,"*"
"1990","C","SFA","PRN","PRINCETON",3.74,1.47,12135.45,20,4,7,""
"1990","C","SFA","SF","SF",.5,.97,1069.25,8,6,6,""
"1990","C","SFA","SLT","SAUSALITO",,,,3,3,1,"*"
"1990","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",190.42,.83,347249.16,,,,""
"1990","O","BRA","BRK","BROOKINGS",16.93,.9,33626.24,12,8,9,""
"1990","O","BRA","ORF","ORFORD",,,,2,2,2,"*"
"1990","O","CBA","BDN","BANDON",,,,3,3,1,"*"
"1990","O","CBA","COS","COOS BAY",93.14,.87,179495.92,96,64,15,""
"1990","O","CBA","FLR","FLORENCE",8.37,1.06,19609.38,15,10,4,""
"1990","O","CBA","WIN","WINCHESTER",44.68,.94,92257.06,30,15,8,""
"1990","O","CLO","AST","ASTORIA",375.28,.81,668380.08,49,40,13,""
"1990","O","NPA","NEW","NEWPORT",394.17,.86,748390.36,139,89,28,""
"1990","O","TLA","PCC","PACIFIC",,,,1,1,1,"*"
"1990","O","TLA","TLL","TLMK/GRBLD",7.68,.93,15714.04,11,9,7,""
"1990","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",2.92,.95,6138.25,,,,""
"1990","W","CLW","LWC","ILWCO/CHNK",236.4,.83,430644.62,36,31,4,""
"1990","W","CWA","GRH","GRAYS HRBR",,,,1,1,2,"*"
"1990","W","CWA","WPT","WESTPORT",265.4,.8,467850.14,27,23,4,""
"1990","W","NPS","BLN","BLAINE",,,,1,1,1,"*"
"1990","W","NPS","NEA","NEAH BAY",,,,1,1,1,"*"
"1990","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"1990","W","NPS","TNS","TOWNSEND",,,,3,3,2,"*"
"1990","W","SPS","SEA","SEATTLE",,,,2,2,2,"*"
"1990","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",6.75,.9,13370.61,,,,""
"1991","C","BDA","BDG","BODEGA BAY",2.15,.93,4425.55,7,7,4,""
"1991","C","BDA","OSM","O SNMA/MRN",,,,1,1,1,"*"
"1991","C","BGA","BRG","FORT BRAGG",8.11,.77,13696.12,9,6,4,""
"1991","C","CCA","CRS","CRESCENT",1.58,1.17,4082.8,13,4,5,""
"1991","C","ERA","ERK","EUREKA",37.14,.82,67082.69,46,13,12,""
"1991","C","ERA","OHB","O HUMBOLDT",,,,1,1,1,"*"
"1991","C","ERA","TRN","TRINIDAD",,,,1,1,1,"*"
"1991","C","LAA","SP","SAN PEDRO",176.13,.83,322796.59,15,12,4,""
"1991","C","LAA","TRM","TERMINAL I",130.57,.75,217198.83,16,12,3,""
"1991","C","MNA","MNT","MONTEREY",3.96,.57,5015.45,23,12,6,""
"1991","C","MNA","MOS","MOSS LNDG",22.76,.65,32629.48,50,32,12,""
"1991","C","MRA","AVL","AVILA",,,,2,2,2,"*"
"1991","C","MRA","MRO","MORRO BAY",34.59,.71,53853.78,38,25,6,""
"1991","C","SBA","VEN","VENTURA",5.85,1.47,19014.95,7,4,5,""
"1991","C","SDA","OSD","O S DIEGO",,,,1,1,1,"*"
"1991","C","SDA","SD","SAN DIEGO",2.09,1.08,5004.22,15,13,9,""
"1991","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"1991","C","SFA","OAK","OAKLAND",224.04,.71,350031.57,27,18,3,""
"1991","C","SFA","OSF","O SF/SMTEO",,,,1,1,1,"*"
"1991","C","SFA","PRN","PRINCETON",8.15,1.12,20140.63,11,4,4,""
"1991","C","SFA","RCH","RICHMOND",,,,3,2,2,"*"
"1991","C","SFA","SF","SF",4.84,1.12,11916.6,9,8,5,""
"1991","C","SFA","SLT","SAUSALITO",,,,2,2,2,"*"
"1991","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",15.52,.74,25431.53,,,,""
"1991","O","BRA","BRK","BROOKINGS",22.71,1.07,53669.75,10,7,8,""
"1991","O","CBA","COS","COOS BAY",94.1,.8,166572.89,16,11,8,""
"1991","O","CBA","FLR","FLORENCE",,,,1,1,1,"*"
"1991","O","CBA","WIN","WINCHESTER",19.06,.92,38690.9,17,9,3,""
"1991","O","CLO","AST","ASTORIA",117.22,.8,205923.04,19,14,9,""
"1991","O","NPA","DPO","DEPOE BAY",,,,4,2,2,"*"
"1991","O","NPA","NEW","NEWPORT",315.89,.73,508867.1,53,34,18,""
"1991","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",2.01,1.25,5538.75,,,,""
"1991","W","CLW","LWC","ILWCO/CHNK",98.96,.71,155533.35,18,10,5,""
"1991","W","CWA","GRH","GRAYS HRBR",,,,1,1,1,"*"
"1991","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"1991","W","CWA","OWC","O WA COAST",,,,2,2,2,"*"
"1991","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1991","W","CWA","WPT","WESTPORT",201.68,.71,315321.82,20,16,5,""
"1991","W","NPS","BLL","BELLINGHAM",,,,1,1,1,"*"
"1991","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"1991","W","SPS","SEA","SEATTLE",,,,1,1,1,"*"
"1991","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",5.31,.82,9612.47,,,,""
"1992","C","BDA","BDG","BODEGA BAY",25.85,1.17,66873.81,24,13,8,""
"1992","C","BGA","BRG","FORT BRAGG",36.28,1.02,81941.93,30,18,12,""
"1992","C","CCA","CRS","CRESCENT",109.66,1.32,319989.24,101,46,23,""
"1992","C","ERA","ERK","EUREKA",145.33,1.03,328941.12,77,45,11,""
"1992","C","ERA","OHB","O HUMBOLDT",,,,4,1,1,"*"
"1992","C","ERA","TRN","TRINIDAD",,,,2,1,1,"*"
"1992","C","LAA","NWB","NEWPORT B.",,,,2,2,2,"*"
"1992","C","LAA","OLA","O LA/ORG",,,,1,1,1,"*"
"1992","C","LAA","SP","SAN PEDRO",,,,24,20,2,"*"
"1992","C","LAA","TRM","TERMINAL I",,,,25,24,2,"*"
"1992","C","MNA","CRZ","SANTA CRUZ",,,,4,4,2,"*"
"1992","C","MNA","MNT","MONTEREY",.64,.77,1086.39,8,4,3,""
"1992","C","MNA","MOS","MOSS LNDG",92.56,1.03,209621.45,29,19,13,""
"1992","C","MRA","AVL","AVILA",,,,2,1,2,"*"
"1992","C","MRA","MRO","MORRO BAY",18.75,1.12,46113.2,15,12,5,""
"1992","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"1992","C","SBA","VEN","VENTURA",1.62,1.48,5293.52,3,3,3,""
"1992","C","SDA","SD","SAN DIEGO",2.78,1.8,11043,17,4,3,""
"1992","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"1992","C","SFA","OAK","OAKLAND",,,,22,18,2,"*"
"1992","C","SFA","PRN","PRINCETON",3.65,1.51,12132.8,27,5,5,""
"1992","C","SFA","SF","SF",.49,.76,817.47,5,4,5,""
"1992","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",833.17,1.13,2070555.51,,,,""
"1992","O","BRA","BRK","BROOKINGS",39.45,1.12,97605.09,11,9,4,""
"1992","O","BRA","GLD","GOLD BEACH",,,,2,2,2,"*"
"1992","O","BRA","ORF","ORFORD",,,,1,1,1,"*"
"1992","O","CBA","COS","COOS BAY",159.22,.99,347315.2,91,66,12,""
"1992","O","CBA","FLR","FLORENCE",10.09,1.17,25960.7,13,6,5,""
"1992","O","CBA","WIN","WINCHESTER",68.26,1.07,160288.1,43,23,9,""
"1992","O","CLO","AST","ASTORIA",398.01,1.04,910069.87,131,75,13,""
"1992","O","NPA","DPO","DEPOE BAY",,,,1,1,1,"*"
"1992","O","NPA","NEW","NEWPORT",1037.62,1.01,2305189.02,440,205,28,""
"1992","O","TLA","TLL","TLMK/GRBLD",46.34,1.01,103291.05,25,18,5,""
"1992","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",8.04,1.07,19015,,,,""
"1992","W","CLW","LWC","ILWCO/CHNK",517.18,1.07,1220833.47,109,59,6,""
"1992","W","CWA","CPL","COPALIS",,,,1,1,1,"*"
"1992","W","CWA","GRH","GRAYS HRBR",,,,3,1,1,"*"
"1992","W","CWA","LAP","LA PUSH",,,,20,9,2,"*"
"1992","W","CWA","OWC","O WA COAST",1.95,1.03,4440.5,7,7,3,""
"1992","W","CWA","WLB","WILLAPA",,,,2,2,2,"*"
"1992","W","CWA","WPT","WESTPORT",1214.15,1.06,2835795.71,261,148,7,""
"1992","W","NPS","BLL","BELLINGHAM",,,,1,1,1,"*"
"1992","W","NPS","NEA","NEAH BAY",,,,4,3,2,"*"
"1992","W","NPS","PAG","PT ANGELES",,,,5,5,2,"*"
"1992","W","NPS","TNS","TOWNSEND",,,,5,4,2,"*"
"1992","W","SPS","SEA","SEATTLE",,,,6,4,2,"*"
"1992","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",94.85,1.02,213385.37,,,,""
"1993","C","BDA","BDG","BODEGA BAY",33.58,.94,69591.98,60,27,14,""
"1993","C","BDA","OSM","O SNMA/MRN",,,,2,2,2,"*"
"1993","C","BGA","BRG","FORT BRAGG",56.66,.74,92492.46,67,27,12,""
"1993","C","CCA","CRS","CRESCENT",239.08,.67,353127.45,231,74,18,""
"1993","C","ERA","ERK","EUREKA",287.27,.89,565969.06,136,42,16,""
"1993","C","LAA","DNA","DANA POINT",,,,2,1,2,"*"
"1993","C","LAA","NWB","NEWPORT B.",,,,1,1,1,"*"
"1993","C","LAA","SP","SAN PEDRO",500.11,.93,1026888.07,39,32,8,""
"1993","C","LAA","TRM","TERMINAL I",240.97,.93,496498.1,20,19,3,""
"1993","C","MNA","CRZ","SANTA CRUZ",,,,2,2,1,"*"
"1993","C","MNA","MNT","MONTEREY",,,,4,3,2,"*"
"1993","C","MNA","MOS","MOSS LNDG",265.66,1.1,644984.94,58,39,10,""
"1993","C","MRA","AVL","AVILA",,,,1,1,1,"*"
"1993","C","MRA","MRO","MORRO BAY",16.67,1.13,41419.21,30,20,8,""
"1993","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"1993","C","SBA","VEN","VENTURA",2.31,.99,5037.54,14,8,3,""
"1993","C","SDA","SD","SAN DIEGO",2.67,.91,5324.3,10,10,6,""
"1993","C","SFA","OAK","OAKLAND",,,,28,24,1,"*"
"1993","C","SFA","PRN","PRINCETON",10.85,1.49,35721.97,45,9,10,""
"1993","C","SFA","SF","SF",8.65,.71,13449.16,14,11,4,""
"1993","C","SFA","SLT","SAUSALITO",,,,2,1,2,"*"
"1993","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",161.93,.91,326366.4,,,,""
"1993","O","BRA","BRK","BROOKINGS",51.57,.98,111977.5,19,12,7,""
"1993","O","BRA","ORF","ORFORD",,,,9,6,2,"*"
"1993","O","CBA","BDN","BANDON",4.26,.93,8764.1,5,4,3,""
"1993","O","CBA","COS","COOS BAY",363.81,.83,662343.04,165,86,20,""
"1993","O","CBA","FLR","FLORENCE",22.02,.99,48038.82,26,9,7,""
"1993","O","CBA","WIN","WINCHESTER",48.83,.98,104992.4,46,19,15,""
"1993","O","CLO","AST","ASTORIA",587.52,.86,1112573.36,128,77,9,""
"1993","O","NPA","DPO","DEPOE BAY",1.47,.87,2841.2,5,4,5,""
"1993","O","NPA","NEW","NEWPORT",1013.35,.76,1708889.87,526,197,34,""
"1993","O","TLA","TLL","TLMK/GRBLD",52.06,.91,104500.15,39,19,7,""
"1993","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",,,,,,,"*"
"1993","W","CLW","LWC","ILWCO/CHNK",1723.66,.86,3266787.25,290,136,4,""
"1993","W","CWA","GRH","GRAYS HRBR",,,,5,3,2,"*"
"1993","W","CWA","LAP","LA PUSH",,,,9,6,2,"*"
"1993","W","CWA","OWC","O WA COAST",3.19,.99,6954.6,6,4,3,""
"1993","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1993","W","CWA","WPT","WESTPORT",313.1,.85,583963.81,112,67,17,""
"1993","W","NPS","NEA","NEAH BAY",3.21,.73,5163.1,3,3,3,""
"1993","W","NPS","PAG","PT ANGELES",,,,3,1,2,"*"
"1993","W","NPS","TNS","TOWNSEND",,,,2,1,1,"*"
"1993","W","SPS","SEA","SEATTLE",19.83,1.09,47787.75,4,3,3,""
"1993","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",32.54,.77,55123.2,,,,""
"1994","C","BDA","BDG","BODEGA BAY",38.11,.87,73512.98,33,18,7,""
"1994","C","BGA","BRG","FORT BRAGG",79.29,.74,129601.27,24,16,7,""
"1994","C","CCA","CRS","CRESCENT",335.32,.8,589042.38,334,144,22,""
"1994","C","ERA","ERK","EUREKA",406.55,1.39,1247137.08,158,78,16,""
"1994","C","ERA","FLN","FIELDS LDG",,,,3,1,1,"*"
"1994","C","ERA","OHB","O HUMBOLDT",,,,1,1,1,"*"
"1994","C","LAA","LGB","LONG BEACH",,,,1,1,1,"*"
"1994","C","LAA","NWB","NEWPORT B.",,,,3,1,1,"*"
"1994","C","LAA","OLA","O LA/ORG",5.3,.95,11086.85,6,6,4,""
"1994","C","LAA","SP","SAN PEDRO",51.98,.91,103907.65,13,7,5,""
"1994","C","LAA","TRM","TERMINAL I",,,,61,47,2,"*"
"1994","C","MNA","CRZ","SANTA CRUZ",,,,6,5,2,"*"
"1994","C","MNA","MNT","MONTEREY",,,,2,2,2,"*"
"1994","C","MNA","MOS","MOSS LNDG",148.67,.85,277445.33,37,28,11,""
"1994","C","MNA","OCM","O SCRZ/MTR",,,,1,1,1,"*"
"1994","C","MRA","AVL","AVILA",,,,1,1,1,"*"
"1994","C","MRA","MRO","MORRO BAY",12.71,.97,27094.05,17,12,5,""
"1994","C","SBA","VEN","VENTURA",9.05,.45,9037.34,43,19,6,""
"1994","C","SDA","OSD","O S DIEGO",,,,2,1,1,"*"
"1994","C","SDA","SD","SAN DIEGO",.91,.95,1912.95,8,8,8,""
"1994","C","SFA","PRN","PRINCETON",1.44,1.49,4723.3,7,4,3,""
"1994","C","SFA","SF","SF",27.82,.84,51558.03,12,10,8,""
"1994","C","SFA","SLT","SAUSALITO",,,,1,1,1,"*"
"1994","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",2060.14,.9,4100389.6,,,,""
"1994","O","BRA","BRK","BROOKINGS",96.78,.77,164705.61,95,42,12,""
"1994","O","BRA","ORF","ORFORD",35.1,.63,48469.61,21,9,4,""
"1994","O","CBA","BDN","BANDON",4.21,.93,8658.4,5,4,4,""
"1994","O","CBA","COS","COOS BAY",244.9,.79,426076.98,120,64,19,""
"1994","O","CBA","FLR","FLORENCE",28,.8,49519.94,30,10,8,""
"1994","O","CBA","WIN","WINCHESTER",25.74,.96,54316.81,18,10,7,""
"1994","O","CLO","AST","ASTORIA",273.49,.83,499770.46,75,40,11,""
"1994","O","NPA","DPO","DEPOE BAY",,,,1,1,1,"*"
"1994","O","NPA","NEW","NEWPORT",1222.72,.8,2143391.26,441,158,28,""
"1994","O","TLA","PCC","PACIFIC",1.3,.96,2747.9,4,3,3,""
"1994","O","TLA","TLL","TLMK/GRBLD",198.68,.8,351657.38,73,37,7,""
"1994","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",,,,,,,"*"
"1994","W","CLW","LWC","ILWCO/CHNK",3699.4,.82,6704392.3,322,167,4,""
