"LANDING_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PACFIN_PORT_CODE","PACFIN_PORT_NAME","ROUND_WEIGHT_MTONS","ROUND_PRICE_PER_POUND","EXVESSEL_REVENUE","NUMBER_OF_TRIPS","NUMBER_OF_VESSELS","NUMBER_OF_DEALERS","CONFIDENTIAL_FLAG"
"2014","W","NPS","ANA","ANACORTES",,,,2,1,1,"*"
"2014","W","NPS","BLL","BELLINGHAM",401.37,1.07,944047.95,28,16,3,""
"2014","W","NPS","NEA","NEAH BAY",4.83,1.28,13608.25,9,8,5,""
"2014","W","NPS","PAG","PT ANGELES",,,,4,1,1,"*"
"2014","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"2014","W","SPS","OLY","OLYMPIA",10.31,1.6,36445.15,17,4,3,""
"2014","W","SPS","SEA","SEATTLE",,,,5,3,2,"*"
"2014","W","SPS","TAC","TACOMA",,,,1,1,1,"*"
"2014","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",89.22,1.26,247858.83,,,,""
"2015","C","BGA","BRG","FORT BRAGG",5.21,2.3,26433.75,5,4,4,""
"2015","C","CCA","CRS","CRESCENT",11.54,.71,18084.71,19,5,4,""
"2015","C","ERA","ERK","EUREKA",11.75,2.1,54272.61,32,11,9,""
"2015","C","LAA","SP","SAN PEDRO",,,,4,4,1,"*"
"2015","C","MNA","MOS","MOSS LNDG",,,,1,1,1,"*"
"2015","C","MRA","MRO","MORRO BAY",2.43,1.94,10398.9,13,5,6,""
"2015","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"2015","C","SBA","VEN","VENTURA",,,,10,1,1,"*"
"2015","C","SDA","OSD","O S DIEGO",,,,2,2,1,"*"
"2015","C","SFA","PRN","PRINCETON",6.88,2.67,40546.55,15,3,4,""
"2015","C","SFA","SF","SF",,,,15,7,1,"*"
"2015","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",15.87,1.22,42819.75,,,,""
"2015","O","BRA","BRK","BROOKINGS",53.02,1.29,150397.9,28,15,8,""
"2015","O","BRA","GLD","GOLD BEACH",,,,6,5,2,"*"
"2015","O","BRA","ORF","ORFORD",4.94,1.57,17153,19,8,4,""
"2015","O","CBA","BDN","BANDON",,,,1,1,1,"*"
"2015","O","CBA","COS","COOS BAY",524.58,1.27,1468886.01,204,87,18,""
"2015","O","CBA","FLR","FLORENCE",8,2.23,39349.25,11,3,3,""
"2015","O","CBA","WIN","WINCHESTER",25.48,1.9,106523.95,20,10,8,""
"2015","O","CLO","AST","ASTORIA",1592.77,1.17,4116975.28,286,107,14,""
"2015","O","CLO","GSS","GEARHART",,,,1,1,1,"*"
"2015","O","NPA","DPO","DEPOE BAY",1.9,1.85,7764.3,14,4,6,""
"2015","O","NPA","NEW","NEWPORT",1123.35,1.22,3010375.84,450,137,45,""
"2015","O","TLA","PCC","PACIFIC",2.65,1.52,8875.9,24,9,5,""
"2015","O","TLA","TLL","TLMK/GRBLD",100.65,1.29,285484.44,129,39,14,""
"2015","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",2.73,1.3,7834.2,,,,""
"2015","W","CLW","LWC","ILWCO/CHNK",2125.14,1.15,5378257.8,426,151,10,""
"2015","W","CLW","OCR","O COL WA",,,,47,4,2,"*"
"2015","W","CWA","GRH","GRAYS HRBR",,,,4,2,1,"*"
"2015","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"2015","W","CWA","OWC","O WA COAST",,,,10,6,2,"*"
"2015","W","CWA","WLB","WILLAPA",,,,2,1,1,"*"
"2015","W","CWA","WPT","WESTPORT",5349.49,1.16,13724150.4,586,149,20,""
"2015","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"2015","W","NPS","BLL","BELLINGHAM",144.99,1.21,385308.18,17,13,5,""
"2015","W","NPS","NEA","NEAH BAY",12.16,1.14,30457.75,17,12,6,""
"2015","W","NPS","PAG","PT ANGELES",,,,5,2,2,"*"
"2015","W","NPS","SEQ","SEQUIM",,,,1,1,1,"*"
"2015","W","NPS","TNS","TOWNSEND",,,,2,2,2,"*"
"2015","W","SPS","OLY","OLYMPIA",,,,14,9,1,"*"
"2015","W","SPS","SEA","SEATTLE",78.88,1.11,193183,8,5,4,""
"2015","W","SPS","TAC","TACOMA",,,,1,1,1,"*"
"2015","W","WA5","OWA","UNKN WASH",,,,10,1,1,"*"
"2015","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",89.29,1.27,249331.3,,,,""
"2016","C","BDA","BDG","BODEGA BAY",,,,4,2,2,"*"
"2016","C","BGA","BRG","FORT BRAGG",12.15,2.08,55697,21,5,5,""
"2016","C","CCA","CRS","CRESCENT",14.17,1.84,57572.31,28,7,7,""
"2016","C","ERA","ERK","EUREKA",55.14,1.72,209093.5,38,8,8,""
"2016","C","ERA","OHB","O HUMBOLDT",,,,3,2,2,"*"
"2016","C","LAA","SP","SAN PEDRO",,,,2,2,1,"*"
"2016","C","LAA","TRM","TERMINAL I",,,,1,1,1,"*"
"2016","C","MNA","MOS","MOSS LNDG",,,,2,2,1,"*"
"2016","C","MRA","MRO","MORRO BAY",6.66,2.02,29630.2,6,4,6,""
"2016","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"2016","C","SBA","VEN","VENTURA",,,,4,2,2,"*"
"2016","C","SDA","OSD","O S DIEGO",,,,2,2,1,"*"
"2016","C","SFA","PRN","PRINCETON",,,,15,2,4,"*"
"2016","C","SFA","SF","SF",,,,4,3,1,"*"
"2016","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",29.62,1.7,110781.01,,,,""
"2016","O","BRA","BRK","BROOKINGS",34.09,2.08,155977.3,16,8,6,""
"2016","O","BRA","GLD","GOLD BEACH",,,,1,1,1,"*"
"2016","O","BRA","ORF","ORFORD",,,,7,4,2,"*"
"2016","O","CBA","BDN","BANDON",,,,1,1,2,"*"
"2016","O","CBA","COS","COOS BAY",984.27,1.56,3393737.82,453,139,28,""
"2016","O","CBA","FLR","FLORENCE",7.14,2.72,42891,10,4,4,""
"2016","O","CBA","WIN","WINCHESTER",58.1,2.15,275830.66,59,14,12,""
"2016","O","CLO","AST","ASTORIA",869.83,1.93,3701799.19,207,86,11,""
"2016","O","CLO","GSS","GEARHART",,,,2,2,1,"*"
"2016","O","NPA","DPO","DEPOE BAY",,,,6,2,3,"*"
"2016","O","NPA","NEW","NEWPORT",1281.31,1.68,4749364.11,537,180,40,""
"2016","O","TLA","PCC","PACIFIC",1.1,1.52,3685.3,6,4,4,""
"2016","O","TLA","TLL","TLMK/GRBLD",46.77,1.53,157519.15,67,25,10,""
"2016","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",5.86,1.64,21228.5,,,,""
"2016","W","CLW","LWC","ILWCO/CHNK",1867.03,1.83,7551374.82,390,146,8,""
"2016","W","CLW","OCR","O COL WA",28.3,1.14,70935.2,50,10,3,""
"2016","W","CWA","GRH","GRAYS HRBR",,,,4,2,1,"*"
"2016","W","CWA","OWC","O WA COAST",,,,16,11,2,"*"
"2016","W","CWA","WLB","WILLAPA",,,,3,2,1,"*"
"2016","W","CWA","WPT","WESTPORT",5005.41,1.49,16424809.03,529,125,18,""
"2016","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"2016","W","NPS","BLL","BELLINGHAM",66.5,2.28,334792.07,7,6,3,""
"2016","W","NPS","NEA","NEAH BAY",,,,6,5,1,"*"
"2016","W","NPS","PAG","PT ANGELES",,,,2,1,1,"*"
"2016","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"2016","W","SPS","SEA","SEATTLE",8.86,1.31,25515.75,13,6,3,""
"2016","W","SPS","TAC","TACOMA",,,,3,1,1,"*"
"2016","W","WA5","OWA","UNKN WASH",,,,3,3,1,"*"
"2016","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",61.31,2.28,308575.73,,,,""
"2017","C","BDA","BDG","BODEGA BAY",2.04,2.92,13133.9,6,5,6,""
"2017","C","BGA","BRG","FORT BRAGG",7.76,2.04,34859.62,21,14,10,""
"2017","C","CCA","CRS","CRESCENT",32.5,1.96,140082.44,37,17,7,""
"2017","C","ERA","ERK","EUREKA",65.16,1.99,285794.6,68,21,16,""
"2017","C","ERA","FLN","FIELDS LDG",,,,1,1,1,"*"
"2017","C","ERA","OHB","O HUMBOLDT",,,,2,1,1,"*"
"2017","C","LAA","SP","SAN PEDRO",,,,2,2,1,"*"
"2017","C","MNA","CRZ","SANTA CRUZ",,,,2,2,2,"*"
"2017","C","MRA","MRO","MORRO BAY",4.25,2.53,23718.2,14,5,5,""
"2017","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"2017","C","SDA","SD","SAN DIEGO",,,,1,1,1,"*"
"2017","C","SFA","PRN","PRINCETON",,,,1,1,1,"*"
"2017","C","SFA","SF","SF",2.94,2.65,17174,7,5,5,""
"2017","C","SFA","SLT","SAUSALITO",,,,1,1,1,"*"
"2017","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",5.42,1.88,22522.52,,,,""
"2017","O","BRA","BRK","BROOKINGS",63.7,2.44,342835.65,56,24,12,""
"2017","O","BRA","GLD","GOLD BEACH",2.33,2,10272.75,9,3,3,""
"2017","O","BRA","ORF","ORFORD",15.75,2.05,71352.85,20,6,3,""
"2017","O","CBA","BDN","BANDON",,,,3,3,2,"*"
"2017","O","CBA","COS","COOS BAY",706.12,2.05,3192646.82,346,120,28,""
"2017","O","CBA","WIN","WINCHESTER",86.27,2.79,530895.63,54,16,11,""
"2017","O","CLO","AST","ASTORIA",219.84,2.44,1180866,83,37,8,""
"2017","O","NPA","NEW","NEWPORT",927.32,2.36,4833319.65,417,148,29,""
"2017","O","TLA","PCC","PACIFIC",,,,1,1,1,"*"
"2017","O","TLA","TLL","TLMK/GRBLD",130.09,2.22,635819.74,76,27,8,""
"2017","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",.87,2.68,5118,,,,""
"2017","W","CLW","LWC","ILWCO/CHNK",1378.97,2.45,7443323.6,276,111,10,""
"2017","W","CLW","OCR","O COL WA",,,,24,7,1,"*"
"2017","W","CWA","OWC","O WA COAST",,,,7,5,1,"*"
"2017","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"2017","W","CWA","WPT","WESTPORT",3764.19,1.9,15804397.31,483,121,18,""
"2017","W","NPS","BLL","BELLINGHAM",18.12,2.93,117048.95,6,6,4,""
"2017","W","NPS","NEA","NEAH BAY",,,,5,4,1,"*"
"2017","W","NPS","PAG","PT ANGELES",,,,2,1,1,"*"
"2017","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"2017","W","SPS","OLY","OLYMPIA",,,,3,3,2,"*"
"2017","W","SPS","SEA","SEATTLE",,,,4,2,2,"*"
"2017","W","WA5","OWA","UNKN WASH",,,,2,2,2,"*"
"2017","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",33.5,1.75,129267.83,,,,""
"2018","C","BDA","BDG","BODEGA BAY",5.3,1.76,20585.95,7,5,5,""
"2018","C","BGA","BRG","FORT BRAGG",10.36,2.04,46553.7,20,11,9,""
"2018","C","CCA","CRS","CRESCENT",46.74,1.36,139822.65,26,16,6,""
"2018","C","ERA","ERK","EUREKA",54.01,1.64,195127.8,65,19,12,""
"2018","C","ERA","OHB","O HUMBOLDT",,,,1,1,1,"*"
"2018","C","ERA","TRN","TRINIDAD",,,,2,1,1,"*"
"2018","C","LAA","SP","SAN PEDRO",,,,1,1,1,"*"
"2018","C","LAA","TRM","TERMINAL I",,,,1,1,1,"*"
"2018","C","MNA","MOS","MOSS LNDG",,,,2,2,1,"*"
"2018","C","MRA","MRO","MORRO BAY",,,,5,3,2,"*"
"2018","C","SBA","VEN","VENTURA",,,,1,1,1,"*"
"2018","C","SDA","OSD","O S DIEGO",,,,2,1,1,"*"
"2018","C","SDA","SD","SAN DIEGO",,,,7,6,2,"*"
"2018","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"2018","C","SFA","PRN","PRINCETON",,,,1,1,1,"*"
"2018","C","SFA","SF","SF",19.8,.18,7742.79,4,4,4,""
"2018","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",16.88,1.44,53770.55,,,,""
"2018","O","BRA","BRK","BROOKINGS",35.12,1.73,133792.8,26,16,12,""
"2018","O","BRA","GLD","GOLD BEACH",,,,4,4,2,"*"
"2018","O","BRA","ORF","ORFORD",18.9,1.7,70652.4,15,7,6,""
"2018","O","CBA","BDN","BANDON",,,,6,2,3,"*"
"2018","O","CBA","COS","COOS BAY",749.2,1.63,2689304.35,262,100,31,""
"2018","O","CBA","FLR","FLORENCE",7.39,1.67,27159.75,5,3,3,""
"2018","O","CBA","WIN","WINCHESTER",91.72,1.71,345502.7,59,23,14,""
"2018","O","CLO","AST","ASTORIA",307.13,1.61,1092183.88,70,33,11,""
"2018","O","CLO","GSS","GEARHART",,,,2,2,2,"*"
"2018","O","NPA","NEW","NEWPORT",1249.22,1.69,4653616.88,391,137,37,""
"2018","O","TLA","PCC","PACIFIC",,,,4,2,1,"*"
"2018","O","TLA","TLL","TLMK/GRBLD",173.57,1.8,690220.25,73,25,13,""
"2018","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",4.23,2.16,20196.7,,,,""
"2018","W","CLW","LWC","ILWCO/CHNK",1024.8,1.63,3687414.29,164,73,5,""
"2018","W","CLW","OCR","O COL WA",,,,1,1,1,"*"
"2018","W","CWA","GRH","GRAYS HRBR",,,,5,1,1,"*"
"2018","W","CWA","WLB","WILLAPA",,,,3,3,1,"*"
"2018","W","CWA","WPT","WESTPORT",2926.24,1.58,10204930.14,341,113,10,""
"2018","W","NPS","BLL","BELLINGHAM",,,,2,2,1,"*"
"2018","W","SPS","OLY","OLYMPIA",,,,2,2,1,"*"
"2018","W","SPS","SEA","SEATTLE",,,,1,1,1,"*"
"2018","W","WA5","OWA","UNKN WASH",193.24,1.82,776278.75,110,33,16,""
"2018","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",17.97,2.04,80674.7,,,,""
